"Endpoint","Method","DataClasses","AuthorizationPolicy","IncludedSensitiveFields","ExcludedSensitiveFields","RedactionVerified","AuditCoverageVerified","Reviewer","ReviewDateUtc","Decision","RiskTier","RiskScore","Owner","DueDateUtc","RemediationStatus","EvidenceRef","Notes"
"/api/v1/admin/locations/{locationId:long}/active","POST","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0011","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 5992 in Program.cs"
"/api/v1/admin/locations/{locationId:long}/geo","POST","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0012","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6032 in Program.cs"
"/api/v1/admin/locations/{locationId:long}/geocode","POST","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0013","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6090 in Program.cs"
"/api/v1/admin/sessions/{userSessionId:long}/impersonate/start","POST","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0014","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6433 in Program.cs"
"/api/v1/admin/sessions/{userSessionId:long}/impersonate/stop","POST","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0015","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6510 in Program.cs"
"/api/v1/admin/sessions/{userSessionId:long}/terminate","POST","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0016","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6393 in Program.cs"
"/api/v1/admin/users","POST","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0017","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 5855 in Program.cs"
"/api/v1/admin/users/{userId:long}/active","POST","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Security Engineering","2026-07-21","Closed","EV-ENDP-0018","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 5937 in Program.cs"
"/api/v1/beds/import/availability","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0019","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 7411 in Program.cs"
"/api/v1/beds/import/availability/csv","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0020","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 7473 in Program.cs"
"/api/v1/beds/import/availability/csv/reject-report","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0021","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 7549 in Program.cs"
"/api/v1/beds/import/availability/fhir","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0022","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 7590 in Program.cs"
"/api/v1/resources/import/inventory","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0023","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6845 in Program.cs"
"/api/v1/resources/import/inventory/csv","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0024","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6907 in Program.cs"
"/api/v1/resources/import/inventory/csv/reject-report","POST","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","High","8","Platform Engineering","2026-07-21","Closed","EV-ENDP-0025","RiskTier=High; RiskScore=8; MatrixStatus=Pending; Source line 6983 in Program.cs"
"/api/v1/admin/streaming/status","GET","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","7","Security Engineering","2026-07-28","Closed","EV-ENDP-0026","RiskTier=Medium; RiskScore=7; MatrixStatus=Pending; Source line 5270 in Program.cs"
"/api/v1/agent/personalization","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0027","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 2202 in Program.cs"
"/api/v1/agent/personalization/policy","PUT","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0028","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 2138 in Program.cs"
"/api/v1/auth/audit/login","POST","Sensitive","RequireAuthorization()","<to-validate>","<to-validate>","Partial","Yes","Auto-Prioritized","2026-07-14","Closed","Medium","6","Security Engineering","2026-07-28","Closed","EV-ENDP-0029","RiskTier=Medium; RiskScore=6; MatrixStatus=In Progress; Source line 1596 in Program.cs"
"/api/v1/auth/audit/logout","POST","Sensitive","RequireAuthorization()","<to-validate>","<to-validate>","Partial","Yes","Auto-Prioritized","2026-07-14","Closed","Medium","6","Security Engineering","2026-07-28","Closed","EV-ENDP-0030","RiskTier=Medium; RiskScore=6; MatrixStatus=In Progress; Source line 1618 in Program.cs"
"/api/v1/auth/token-debug","GET","Sensitive","RequireAuthorization()","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Security Engineering","2026-07-28","Closed","EV-ENDP-0031","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 1640 in Program.cs"
"/api/v1/incidents/{incidentId:long}/after-action/evidence/export/json","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0032","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 4651 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications/evidence/export/csv","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0033","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 3121 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet/export/json","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0034","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 4364 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet/export/print","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Application Engineering","2026-07-28","Closed","EV-ENDP-0035","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 4445 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources/evidence/export/csv","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Platform Engineering","2026-07-28","Closed","EV-ENDP-0036","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 3388 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources/lifecycle-evidence/export/json","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Platform Engineering","2026-07-28","Closed","EV-ENDP-0037","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 3495 in Program.cs"
"/api/v1/resources/regional-rollups/export/csv","GET","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","6","Platform Engineering","2026-07-28","Closed","EV-ENDP-0038","RiskTier=Medium; RiskScore=6; MatrixStatus=Pending; Source line 7041 in Program.cs"
"/api/v1/admin/data/synthetic/preview","GET","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0039","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5756 in Program.cs"
"/api/v1/admin/external-provider/executive-packet/automation/status","GET","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0040","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5332 in Program.cs"
"/api/v1/admin/ics-positions","GET","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0041","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6173 in Program.cs"
"/api/v1/admin/locations","GET","Operational","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0042","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5977 in Program.cs"
"/api/v1/admin/sessions","GET","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0043","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6378 in Program.cs"
"/api/v1/admin/users","GET","Sensitive","AuthorizationPolicies.LookupAdmin","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Security Engineering","2026-07-28","Closed","EV-ENDP-0044","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5840 in Program.cs"
"/api/v1/beds/import/availability/fhir/adapter-contract","GET","Operational|Potential-PHI","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Platform Engineering","2026-07-28","Closed","EV-ENDP-0045","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 7662 in Program.cs"
"/api/v1/incidents/{incidentId:long}/command-assignments","PUT","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0046","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4143 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0047","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3267 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications/{incidentCommunicationId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0048","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3326 in Program.cs"
"/api/v1/incidents/{incidentId:long}/objectives","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0049","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4044 in Program.cs"
"/api/v1/incidents/{incidentId:long}/objectives/{incidentObjectiveId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0050","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4075 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0051","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3774 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0052","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3805 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}/approve","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0053","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3859 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}/reopen","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0054","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3937 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0055","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3635 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources/{incidentResourceRequestId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Platform Engineering","2026-07-28","Closed","EV-ENDP-0056","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3666 in Program.cs"
"/api/v1/incidents/{incidentId:long}/situation-reports","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0057","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4797 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0058","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2936 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks/{incidentTaskId:long}/assignment","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0059","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2997 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks/{incidentTaskId:long}/status","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0060","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2967 in Program.cs"
"/api/v1/incidents/{incidentId:long}/timeline","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0061","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3045 in Program.cs"
"/api/v1/lookups/codesets/{codeSetName}","POST","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0062","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6778 in Program.cs"
"/api/v1/lookups/codesets/{codeSetName}/{codeValueId:int}","POST","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Application Engineering","2026-07-28","Closed","EV-ENDP-0063","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6812 in Program.cs"
"/api/v1/reports/external-provider-health/executive-packet/export/zip","GET","Sensitive","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Compliance Engineering","2026-07-28","Closed","EV-ENDP-0064","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5173 in Program.cs"
"/api/v1/reports/external-provider-health/governance/export/csv","GET","Sensitive","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Compliance Engineering","2026-07-28","Closed","EV-ENDP-0065","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4974 in Program.cs"
"/api/v1/reports/external-provider-health/scorecards/export/csv","GET","Sensitive","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Compliance Engineering","2026-07-28","Closed","EV-ENDP-0066","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5047 in Program.cs"
"/api/v1/reports/external-provider-health/scorecards/export/json","GET","Sensitive","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Compliance Engineering","2026-07-28","Closed","EV-ENDP-0067","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 5110 in Program.cs"
"/api/v1/resources/report-presets/{presetScope}","POST","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Platform Engineering","2026-07-28","Closed","EV-ENDP-0068","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 7169 in Program.cs"
"/api/v1/resources/report-presets/{presetScope}/{userReportPresetId:long}","DELETE","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Medium","5","Platform Engineering","2026-07-28","Closed","EV-ENDP-0069","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 7233 in Program.cs"
"/api/v1/agent/analytics/events","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0070","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2231 in Program.cs"
"/api/v1/agent/chat/completions","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0071","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 1756 in Program.cs"
"/api/v1/alerts/","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0072","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2307 in Program.cs"
"/api/v1/alerts/","DELETE","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0073","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2405 in Program.cs"
"/api/v1/alerts/{alertId:long}","DELETE","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0074","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2381 in Program.cs"
"/api/v1/alerts/{alertId:long}/acknowledge","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0075","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2357 in Program.cs"
"/api/v1/alerts/{notificationId:long}/escalate","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0076","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2715 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients/{notificationRecipientId:long}/acknowledge","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0077","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2650 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients/{notificationRecipientId:long}/status","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0078","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2576 in Program.cs"
"/api/v1/alerts/dispatch","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0079","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2421 in Program.cs"
"/api/v1/auth/me","GET","Sensitive","RequireAuthorization()","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Security Engineering","2026-08-04","Closed","EV-ENDP-0080","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 1567 in Program.cs"
