"Endpoint","Method","DataClasses","AuthorizationPolicy","IncludedSensitiveFields","ExcludedSensitiveFields","RedactionVerified","AuditCoverageVerified","Reviewer","ReviewDateUtc","Decision","RiskTier","RiskScore","Owner","DueDateUtc","RemediationStatus","EvidenceRef","Notes"
"/api/v1/incidents/{incidentId:long}/objectives/{incidentObjectiveId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0050","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4075 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0051","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3774 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0052","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3805 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}/approve","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0053","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3859 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods/{operationalPeriodId:long}/reopen","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0054","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3937 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0055","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3635 in Program.cs"
"/api/v1/incidents/{incidentId:long}/situation-reports","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0057","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 4797 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0058","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2936 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks/{incidentTaskId:long}/assignment","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0059","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2997 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks/{incidentTaskId:long}/status","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0060","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 2967 in Program.cs"
"/api/v1/incidents/{incidentId:long}/timeline","POST","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0061","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 3045 in Program.cs"
"/api/v1/lookups/codesets/{codeSetName}","POST","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0062","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6778 in Program.cs"
"/api/v1/lookups/codesets/{codeSetName}/{codeValueId:int}","POST","Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","In Review","Medium","5","Application Engineering","2026-07-28","Open-Review","EV-ENDP-0063","RiskTier=Medium; RiskScore=5; MatrixStatus=Pending; Source line 6812 in Program.cs"
"/api/v1/agent/analytics/events","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2231 in Program.cs"
"/api/v1/agent/chat/completions","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 1756 in Program.cs"
"/api/v1/alerts/","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2307 in Program.cs"
"/api/v1/alerts/","DELETE","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2405 in Program.cs"
"/api/v1/alerts/{alertId:long}","DELETE","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2381 in Program.cs"
"/api/v1/alerts/{alertId:long}/acknowledge","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2357 in Program.cs"
"/api/v1/alerts/{notificationId:long}/escalate","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2715 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients/{notificationRecipientId:long}/acknowledge","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2650 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients/{notificationRecipientId:long}/status","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2576 in Program.cs"
"/api/v1/alerts/dispatch","POST","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2421 in Program.cs"
"/api/v1/incidents/","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2843 in Program.cs"
"/api/v1/incidents/{incidentId:long}","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2866 in Program.cs"
"/api/v1/incidents/{incidentId:long}/activate","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2888 in Program.cs"
"/api/v1/incidents/{incidentId:long}/close","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2904 in Program.cs"
"/api/v1/incidents/{incidentId:long}/command-assignments/{icsPositionId:int}","DELETE","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","4","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 4174 in Program.cs"
"/api/v1/agent/personalization/policy","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","3","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=3; MatrixStatus=Pending; Source line 2046 in Program.cs"
"/api/v1/agent/personalization/policy/history","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","3","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=3; MatrixStatus=Pending; Source line 2098 in Program.cs"
"/api/v1/incidents/{incidentId:long}/command-assignments","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","2","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 4105 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications/lifecycle-summary","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","2","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 3092 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-governance/evidence/json","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","2","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 4506 in Program.cs"
"/api/v1/agent/history","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1724 in Program.cs"
"/api/v1/agent/planning/predictive-demand-supply","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1891 in Program.cs"
"/api/v1/agent/planning/predictive-demand-supply/operational-acceptance","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1976 in Program.cs"
"/api/v1/alerts/","GET","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2291 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients","GET","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2547 in Program.cs"
"/api/v1/incidents/","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2819 in Program.cs"
"/api/v1/incidents/{incidentId:long}","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2827 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3076 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4326 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet/print","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4342 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-201","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4198 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-202","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4214 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-203","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4230 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-204","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4246 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-205","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4262 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-209","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4278 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-214","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4294 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-215","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4310 in Program.cs"
"/api/v1/incidents/{incidentId:long}/objectives","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4028 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3758 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3356 in Program.cs"
"/api/v1/incidents/{incidentId:long}/situation-reports","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4635 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2920 in Program.cs"
"/api/v1/incidents/{incidentId:long}/timeline","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3029 in Program.cs"
"/api/v1/incidents/dashboard-summary","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Pending","Low","1","Application Engineering","2026-08-04","Open-Queued","<EV-ID>","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2811 in Program.cs"
